timestamp,sending_address,receiving_address,amount,transaction_type,location_region,ip_prefix,login_frequency,session_duration,purchase_pattern,age_group,risk_score,anomaly
1661550384,0xd2cff98e8e707049db92500414fec6f0bb5c895c,0x2e0925b922fed01f6a85d213ae2718f54b8ca305,67174.0,purchase,South America,192.0,2,38,random,new,none,low_risk
1668173102,0x927f8801cf6073f5b6da2df4def5f548735e7062,0x9f4cf7ea4bae2fce7ad3c1fc8fa17e901e3cc732,24472.0,sale,North America,192.0,6,149,high_value,veteran,52.5,low_risk
1688278042,0x6840e1b08ee1b07323601cb517a7fa770209cbc9,0xc6ed1f1e2a785b1991a0c2a877d19c750a7018b3,36914.0,transfer,South America,192.168,8,99,high_value,veteran,36.75,low_risk
1605110528,0xbdac6e49b5b53147caf71fc95f91c85fb11a778e,0x8cc00387692b83d2a1f67e1647ebee4e42e6f094,52463.0,sale,North America,172.0,7,142,high_value,veteran,52.5,low_risk
1589645112,0x1d29e3b6f9cfd846fc2cd0d8fa8df9118fcf4ff1,0x00e146b83342807fb6d5ada66b9559de1fcb7635,42499.0,sale,Asia,172.16,8,126,high_value,veteran,52.5,low_risk
1665564346,0x0e7af9cd50f3db30d7d58fd6fba5e53af590b615,0x11229f1b76e0b0a36aa08911872979e7571de3a2,1410.0,purchase,South America,10.0,4,53,focused,established,33.75,low_risk
1579109478,0x913bb81a957aec7d0e46c8dfc46f87cdde2e7b59,0x4ec607d0d5683a6e2fa4ca1278205bd81f47ce82,9216.0,phishing,Europe,10.0,1,25,random,new,100.0,high_risk
1697227492,0x5deea2e63a6612746242000162949ba96d86f328,0x347a5b2f83484ff8983a8e7d5932575037da5e6e,40047.0,sale,Africa,172.0,8,105,high_value,veteran,52.5,low_risk
1670045880,0xddbe1291b454f9b8699220f1e8724aa641ef4b42,0x51c0d24ccc5d9b0dd793052cb2d41efde2568056,15462.0,sale,Africa,172.0,6,144,high_value,veteran,none,low_risk
1661416047,0x8ccc1bf3ffd76f7c07f9feef2ae49c2acbc4d146,0xd3c35800c4a468cef54d6581c8faf111f5d5ebfc,21023.0,purchase,Asia,172.0,5,49,focused,established,26.25,low_risk
1632567291,0xb861dba00f3213878d23606b20e3871f34c12020,0x407cc9424fd62a58b14d11af3169f0bc6e9ae0b8,20108.0,sale,Africa,10.0,8,91,high_value,veteran,52.5,low_risk
1683769731,0x41625efc8faf9a45b7e2573215897be5a4753c51,0x8011f8540db66bcd151239583c14ba727eca9af4,72971.0,transfer,South America,172.16,6,159,high_value,veteran,43.75,low_risk
1591466805,0x88b8bd8bfa1f2ba63f7c9c3613596b98eee4cfbe,0xcd19a8ffd47a6358b4eaa3ba2dfd223f6c3e91aa,52467.0,transfer,South America,172.0,4,40,focused,established,21.2625,low_risk
1699270279,0x7cb57ac73f0c5a47b4501774b9ef68c26eba852c,0x50faf31a0864d01e098e833d31e67b0b8154eb05,70406.0,sale,Europe,172.0,8,92,high_value,veteran,84.375,moderate_risk
1671343084,0x5c4f4e14c057359a61fd18fcd2cefc0bbf854f7a,0x2aea4036804b9dabfff3273ab296d6f519f85f7b,17021.0,sale,North America,192.168,6,95,high_value,veteran,52.5,low_risk
1579487088,0xbbd27de41c75703fbc5b4ad84aa813903bb2e80f,0xbcbcacf1f2e151263e3890da058f6fa2b7b881d9,1.0,sale,North America,192.0,7,100,high_value,veteran,67.5,moderate_risk
1667866419,0x862d4927565384533339137fbc0f18a71f33d291,0xeb57df95b6822a78c2be987e14df39eb23221134,34777.0,sale,South America,10.0,6,99,high_value,veteran,52.5,low_risk
1591887405,0x0c3d664e0278147460b1473376d615be29300f08,0x4d83a707c36c3b9c3f73e38e99e2d6f7940d0729,25766.0,purchase,Asia,172.0,5,50,focused,established,26.25,low_risk
1640434703,0xf69856e25444d5fb10dc3b6f2a320e6c1efc3a09,0xc437f6b9d6dc254046417aa7b0aae3673cb267cd,42886.0,transfer,North America,172.0,7,95,high_value,veteran,36.75,low_risk
1699963334,0x63fdba900f030424b4b6e4751471596bb82c5c86,0xe1c7f902df458284a00edeca77c7e65b091c6855,49841.0,sale,Africa,192.168,8,86,high_value,veteran,52.5,low_risk
1666470483,0xf0d6bebfc2d985fe3f46d2d9c04819ffb9e6d605,0xe4dda16590c1b05a186a0c0055914c056f037a05,35322.0,transfer,North America,172.0,3,53,focused,established,15.75,low_risk
1643064597,0x07f5d673750440692d3e8fa711e48d890091e5f3,0xc0587f10c4247ded0b37c08b6bfbe4107afe2a9d,35827.0,purchase,Asia,192.168,5,74,focused,established,26.25,low_risk
1674417780,0xc86ac691f8ed60430c73c3c7df39e6b3031f1660,0x0bb3d56593906e55aaa3b3f3e525b90b857fe0ce,38150.0,sale,South America,172.0,6,99,high_value,veteran,70.875,moderate_risk
1665805874,0x0f00f63e28dc0e131d2df0859a6e700a79430a72,0xfafb6c7bcac939fccb380f622e3d2630d5b02ca8,50309.0,sale,South America,172.16,1,34,random,new,42.0,low_risk
1618648964,0x06b7ab84b65c20ef760cf7a52903a9c903f61cab,0x69919f30bedfca39f0d897328100d22381567fc2,9558.0,sale,Europe,172.16,6,82,high_value,veteran,50.0,low_risk
1614728782,0xe97ac3b49a92a25846e21a6d28da97ab9867b97b,0x6a9ab4e5a03178843826f1dcda742ca41851cffb,44116.0,sale,Europe,192.0,6,129,high_value,veteran,52.5,low_risk
1620037435,0x156d8001b8313e065bddaa57c4440c0b7da880e1,0xcf9e3898e418e3dcc57601de78ca5f684f0fb05f,17052.0,sale,Asia,172.0,8,93,high_value,veteran,70.875,moderate_risk
1609203635,0xa608f7958061ae8498d73aa0d8f6f5e8f51135ae,0x7409609cded76dc9192abdcbb3036b0dbe045328,48417.0,purchase,Asia,192.168,1,31,random,new,36.75,low_risk
1630848831,0xf95da977c26b073fbc143abc23d6e8c25e1e6b92,0xdfa8523a0fbc3dfeb30d2aab86f0b22f4afeb25c,20490.0,purchase,North America,10.0,5,79,focused,established,26.25,low_risk
1687800782,0xfff61889339b01858cc0b3034ecc59aa7f47db25,0x55f58111180d5b856ffd7688ac1a83c7901edeb8,43098.0,purchase,North America,172.0,5,62,focused,established,26.25,low_risk
1682844689,0xca6d45d55dd03bc82d6e124508232d7c4fa84ebe,0x2eb06aa66934352ec5f746926ce9fcae55264a21,213.0,sale,North America,10.0,6,127,high_value,veteran,50.0,low_risk
1599419196,0x231dd8e2959e878a59a26ebdbf6f7d122403f350,0xaa4e0c93fb97f2512be69d454096ce385e25daf3,36304.0,transfer,Africa,10.0,7,151,high_value,veteran,49.612500000000004,low_risk
1585405231,0x32426fc2964548bc62a15bd06219b6f56df70c8d,0xe088145274cda0e36ab21cd62e2c05b97d5831af,36787.0,purchase,Africa,172.16,5,53,focused,established,35.4375,low_risk
1688898437,0xe61fce77abc7e2b68c3e22741d34b853f76ad7aa,0xb1ccf0d27bb3e844bb692e2577089b2f822d5aad,15182.0,transfer,Asia,10.0,3,75,focused,established,15.75,low_risk
1688632015,0x6dfa997313561f76f4ea1c1108839dc5daf44f24,0x44254da8674f7b629e0b90c3c9af754db2d19c3e,33418.0,sale,North America,10.0,8,100,high_value,veteran,70.875,moderate_risk
1701260854,0x99f3892015fadddceeda935399979f8f86393d99,0x4d21a101a856354db6d3bd5ce56730cc26565e35,546.0,transfer,South America,172.0,3,78,focused,established,15.0,low_risk
1651085609,0x068b2d763fa2b7bf7df1bbe747ce65665450be98,0x02af9102a2b6e8fc4dbfc65e7d9280f732374fb3,5314.0,sale,North America,192.168,2,29,random,new,54.0,low_risk
1596015332,0xe6cf0f869bd0fe0bad3f64952f43ab142c679a1d,0x7cadcf96eec22cc067063b96ab4f6cb996d391ec,6187.0,sale,North America,172.0,8,83,high_value,veteran,67.5,moderate_risk
1683507035,0xc867aed43b9f3981660886955e5aa0874b0c472b,0xeb4b9027cec7bf62268e994678806e80323a272d,36678.0,purchase,Africa,10.0,5,42,focused,established,26.25,low_risk
1633325381,0x6b7b931603056cb8aed7477068c071591a5ee3e9,0x42f64284f4435ce6a0af4f3112fe34e116444b1d,14269.0,purchase,South America,172.16,3,49,focused,established,25.0,low_risk
1654599596,0x577754308538f4be10a41afb4f8900cd24d7098f,0x8ca22b169ae66648e5a4d155473ef2940fc50f10,23603.0,purchase,Africa,192.0,4,73,focused,established,35.4375,low_risk
1663382319,0xd6ba299fdd52f09f01d9648036ca446498c01ac2,0xfda2b6ba8035837024610a5d601305a4772e193b,57128.0,sale,North America,10.0,6,135,high_value,veteran,70.875,moderate_risk
1695812628,0x905c58bd08384496022948bde9d2a31a2cafb958,0xbe9deb352c06de4d13094d3b005a2f6176e0b4f1,5501.0,transfer,North America,172.0,1,31,random,new,33.75,low_risk
1691776242,0x843edcd028b934def2fe178caf7f32756f4beff2,0xef361793cd6573a2ea89fb9913efb850fa5430f0,12180.0,transfer,South America,192.0,8,140,high_value,veteran,47.25,low_risk
1598520468,0xcb4da8b5cb522d14cbba667218c5562827c4b771,0x88d991c7b82b38c3946dd5254002c7509e62c89b,30598.0,transfer,North America,172.0,4,69,focused,established,15.75,low_risk
1645980549,0x63090ea6afb98c9473a6d91cb66cfbf31afefb1f,0x6f978be565d6d01f74c819eec715a8a4d026b679,3881.0,transfer,South America,172.0,5,66,focused,established,20.25,low_risk
1664631470,0x816c6b3b530184e078d3c89dc74e53c749cc0acc,0x1be86b54194e0185d797b09286f363ee03648af3,38906.0,sale,Europe,192.168,2,28,random,new,42.0,low_risk
1654018028,0x7a8ee352be59203fb99e874c83a6c70b23a22557,0xef361793cd6573a2ea89fb9913efb850fa5430f0,24697.0,purchase,Africa,192.0,4,72,focused,established,26.25,low_risk
1674155838,0x725898e4e2784026cdbf89f8dfe77dc965f2059d,0xa47a97907b93d454b7ec8c9a6b3d02ff838c052d,70500.0,sale,North America,10.0,7,104,high_value,veteran,62.5,moderate_risk
1585801789,0x4f3070a2a31388c4897667752bbfac56d6426bb0,0x1a36a5e00724ede9f2058040c61f7e9ad0b0daf0,43900.0,sale,North America,10.0,1,27,random,new,42.0,low_risk
1696361746,0x89b0869d0c38af44f7ceb985866ebfa0b33e3c45,0x286ef64d01b015ec5eb8b5da32cb1ebd235806fd,71651.0,purchase,North America,192.168,4,43,focused,established,31.25,low_risk
1670546904,0xeda47c81c0f873dc52cedda6d95aba05be8b8eef,0xd6e251c23cbf52dbd472f079147873e655d8096f,57393.0,sale,Europe,172.16,6,106,high_value,veteran,52.5,low_risk
1688572211,0x81869cf94beea3021b94269ad41ed0b69fedae2f,0x94c8462edd20b1e2b3d44bd63c2e3c05acd73671,30718.0,transfer,North America,192.0,2,31,random,new,35.4375,low_risk
1634833841,0xa61219986994faa88f77140820ed84e4dd936ea9,0x3ad530ed0f019b018aae1dfb75a5ce8a11ddf799,68610.0,purchase,Europe,192.0,3,57,focused,established,31.25,low_risk
1634395386,0x794d36a3b1eaa49b97ea4e3b52aca37977e916c6,0xc028752d06eb95cdd6a708346ba0849e2495fc3d,24286.0,purchase,North America,172.16,3,75,focused,established,35.4375,low_risk
1611966565,0xd03d6a433a903052df6420f3756a79b8cc7aadcd,0x99d8f6c4760a1078c3bceed9e27e397fb488e19a,1.0,scam,Europe,172.16,2,31,random,new,90.0,high_risk
1682282205,0x407cc9424fd62a58b14d11af3169f0bc6e9ae0b8,0x55f58111180d5b856ffd7688ac1a83c7901edeb8,17223.0,sale,South America,192.0,7,98,high_value,veteran,52.5,low_risk
1606691282,0xd78ae0cc628fc633cbc15641831fdff191d1dc9b,0xe39ec067dc8caca519b0ef9d7c7218a6ad20bc36,62868.0,sale,North America,192.0,6,148,high_value,veteran,62.5,moderate_risk
1655930377,0x9f4cf7ea4bae2fce7ad3c1fc8fa17e901e3cc732,0xdd084a05770e5a85134701d2819de79429fb1304,42580.0,transfer,North America,172.0,8,141,high_value,veteran,36.75,low_risk
1697713505,0x00e146b83342807fb6d5ada66b9559de1fcb7635,0x078a440a8081b3267f14dbe15dceb028c13c83c9,30948.0,purchase,Africa,192.0,2,22,random,new,36.75,low_risk
1660290634,0x98cf46ad000046c94367f312ee24c8297c60e1d4,0xbbd27de41c75703fbc5b4ad84aa813903bb2e80f,42356.0,transfer,Africa,172.16,4,56,focused,established,15.75,low_risk
1696058267,0x8ca817f27899447883bbe06223d7772a0fd9e403,0xb7285449d4d724457efcb17bb0aab764dad2015e,22008.0,sale,North America,172.16,8,148,high_value,veteran,70.875,moderate_risk
1636320865,0x779d3785a9907ba019161da9296c894dc6e7a30d,0xeb3551a15169e024420f534a448795b3a2515765,9295.0,sale,Asia,172.0,8,99,high_value,veteran,50.0,low_risk
1614603421,0x16cac4488ea52c294dedbdcdb6906fa73a088380,0x38a75a8624bff4732f2298a515d3b606d090a0cb,52807.0,purchase,Europe,192.168,1,34,random,new,36.75,low_risk
1644553795,0x930a6cd16e7b408b2edbea715e0ada85f6a753e4,0x69e758587e917bebe6d8033afd4fadec04336eb0,25364.0,sale,Africa,192.168,2,23,random,new,42.0,low_risk
1631383127,0x7c1e9d856ed64a295038809eb90cfd32e2af73f2,0x0fd40817091612a919e4393fd4cdb25b6112e31b,53578.0,purchase,Asia,192.0,4,79,focused,established,35.4375,low_risk
1586934409,0x5a2f612d6ae32fedf11f48a7895e4dcd78937941,0x68ec59f4c70c9dab08d0a2f3cbde660c660e9350,64081.0,sale,Africa,10.0,7,111,high_value,veteran,62.5,moderate_risk
1641917372,0x03ebaf3f967767ea31c49025fd6928619ec43afd,0xc7bdf2bdc064310896794a9cd1db8eef07ffc32e,15199.0,phishing,South America,172.16,1,26,random,new,100.0,high_risk
1669402947,0xffa670245089044b1e355508a7843692a25a5e52,0xdce371e2762ac4250469f709c5b766e754e2c9a2,59980.0,purchase,Asia,10.0,1,38,random,new,none,low_risk
1675832380,0x880517c4e61f634eb26e59e702726e2cbae53959,0x66b871992b2d3ebf1e5b94699275469800e796ca,9200.0,transfer,Africa,192.168,2,33,random,new,25.0,low_risk
1582110304,0x47989ac5c0879ef6ca9f0278735453e53708a949,0x364b5e310709b4424f3248e11df3c79f8a60a3c7,884.0,transfer,Africa,172.0,3,77,focused,established,15.0,low_risk
1670039387,0x81b86feda8f0eac2e88a71e30c62d179877dbd4d,0x290a2c307ede6a392103eafe706dc0d1570ce5b1,66864.0,purchase,Africa,172.0,5,74,focused,established,42.1875,low_risk
1596380448,0xe3cba2dd0c1ab1419e3ebdb5babf2f18ec065807,0x74a8927bbb9f4ca8c0a3feede1b4b890a10342ee,1.0,transfer,Asia,10.0,5,76,focused,established,20.25,low_risk
1603862684,0x0ad8484a353ad7e38bb893f8d331d5adbe1b71e5,0x4bfe6fa35149db081520aea5e503946572718756,61611.0,scam,Europe,192.0,2,22,random,new,100.0,high_risk
1578451515,0xd7f3ca7f43868f176e787375424f4231c3a949f9,0xeda47c81c0f873dc52cedda6d95aba05be8b8eef,68577.0,sale,Africa,172.16,7,81,high_value,veteran,62.5,moderate_risk
1608783449,0x8ac3b7bd531b3a833032f07d4e47c7af6ea7bace,0xc4e8600d5e8b478caf4443955369b48d72d00719,53577.0,purchase,South America,192.0,5,40,focused,established,26.25,low_risk
1660056631,0xe4c68520d78b29150c4daeab415c1190c50c9bb2,0x9c90e60ef483c906eaf9b4e7a438b92d56a362f8,48735.0,purchase,Africa,172.16,1,37,random,new,36.75,low_risk
1589922255,0x05ba8f096cd5c9bdfc568ee2b282680999a373a6,0x1cbae106f89f3cd4d4ba3d4d92cf2caedeb1dbac,41025.0,sale,North America,172.0,7,145,high_value,veteran,52.5,low_risk
1623028829,0xee6e1f1dcdee441d29f0ded1a7ea8d395c6e21d4,0x153878e6d9c2eaf0db66336b6bc0d378b87789da,25798.0,sale,North America,172.16,7,138,high_value,veteran,52.5,low_risk
1606559410,0xf6511ed068459cab3225fb900437fdfae446e53a,0x113844f9fdd2eb60e8083dec243c1d9522c8af9a,47038.0,scam,South America,192.168,2,28,random,new,94.5,high_risk
1685532631,0xa086902ca6e836e1aaeeb6efe4e24350fb0e2401,0x18ca211b4cc7a9d06b45a0bda9dee282aca47f06,67123.0,transfer,North America,172.0,8,132,high_value,veteran,43.75,low_risk
1616214150,0xbaea3ed4a1a9cd58ccce5e0f52c68c852deb5c68,0xa0a19623fa75eae2eae5d45eb115574d6aee9390,50082.0,phishing,Europe,192.0,2,32,random,new,100.0,high_risk
1694809554,0xe10fd2a98505e27f1a320465c0fbb31f142aa706,0x0f91c61e58fd468b96f50aa53673b9ffccfaa89a,65179.0,transfer,Africa,10.0,1,32,random,new,31.25,low_risk
1638312336,0xc1c425042188c182c720f0853279cadf5e75ca87,0xa58871acb8e7d95bf26fb4828889a5bc04b8827b,40922.0,sale,South America,192.168,7,103,high_value,veteran,52.5,low_risk
1661204770,0xaaec637c900bb196a381fce271e6cfdb2692e4dd,0x40ae276ca968c3d5461178fad0ff52f00ef148d8,71368.0,sale,Europe,172.0,2,37,random,new,50.0,low_risk
1687508679,0xcd911350d6fe15e85145d6e03f2573e19b1bc9bb,0x26574dcd0db966e4b88999f601486fe0d0379137,36172.0,sale,Asia,172.0,8,124,high_value,veteran,70.875,moderate_risk
1634899419,0xbb12ba94beac38af7e60841ccce50bccf58156fb,0x44155e9a18cbdb540dcff0b1aafb54cfa723ae11,61435.0,sale,North America,10.0,2,32,random,new,50.0,low_risk
1655879445,0x39f82e1c09bc6d7baccc1e79e5621ff812f50572,0x8dc3ba6ac5abfb17dd1ea5c9219fa276db59676a,66006.0,purchase,Africa,192.168,5,45,focused,established,31.25,low_risk
1694354693,0xc437f6b9d6dc254046417aa7b0aae3673cb267cd,0x7edf38e871e45f5ba43353447099e31d327188e2,28040.0,sale,Europe,172.16,8,111,high_value,veteran,52.5,low_risk
1674825798,0xdda7960a274187f8aa0ae1737a6aa9342b244f2f,0x16dfa2c3b52aae5eaaccd191fa7d2849e6dd4210,4657.0,scam,Asia,10.0,1,34,random,new,100.0,high_risk
1689187455,0xaaf0e31bb5224b664aa7f16c519824e8ae8295ca,0x1a449fb2e65853dcf49451577cae1834b6505693,53001.0,phishing,Asia,10.0,1,37,random,new,100.0,high_risk
1638044465,0xd651f242d9df253e53183acada0523ee55063d7f,0xec2d86edc26d619054bd327269b6cb3dcd23a365,69852.0,sale,Europe,172.0,7,131,high_value,veteran,62.5,moderate_risk
1635004390,0x927eb5472ae6124e561287052ba08e71b72ab8c5,0x651ed6aa3fcf9726567183880190c84b52ffde19,68503.0,transfer,South America,192.0,4,43,focused,established,18.75,low_risk
1590329403,0xbc5b7170946b3c50c5cc2ca79fe505e29f4ffe44,0xdd2a6104563d84dbf28c974c2532c62a2ab0b6ea,63619.0,sale,North America,10.0,1,21,random,new,50.0,low_risk
1657079818,0x8b488bb5567630e78574cf87afeaa98d76cb846d,0xac8faba6410d0b51c4f5209df09df9df09cb8f8d,54607.0,sale,Europe,192.0,7,83,high_value,veteran,52.5,low_risk
1639825589,0x07ae54d2cca63499e1b18bd44ef724cd2b1504cc,0xf54bbc643ab9f5d23a995afb9aa0d1f523b5d3dd,7588.0,transfer,North America,172.0,4,46,focused,established,15.0,low_risk
1610338103,0xb8f622392d62bf1b4cc825591ed7fafdf8409216,0x691649f8bff990271b207da5b09c7e6e3c9a20b4,13440.0,purchase,Europe,192.168,5,59,focused,established,33.75,low_risk
1595099879,0xe333e33e170523fee2404976b1d8a59172ad3a52,0xca36b5b4d2116e36c06b015c91a428485a47861b,75287.0,sale,Asia,192.0,8,148,high_value,veteran,62.5,moderate_risk
1695854290,0x657d302f6215a1e6ac402ea251013b9a30e90fc5,0xa1f214ac84f415a7f70cde1c339f376952f3f787,27902.0,transfer,South America,172.0,5,44,focused,established,15.75,low_risk
1645882995,0xff209e4a1ce114ec3e245cf48fa19eeaff9cec31,0xca22475c4e661dd31340a9d6a7ec669f694ff981,20640.0,transfer,Africa,172.0,1,27,random,new,26.25,low_risk
1667952057,0x4a9f79d11c8aa1989647fee30c194d53abd4ddb4,0x559b92a49a06bac3e9e2891e6970db6e572ef3cd,11595.0,sale,Asia,10.0,8,132,high_value,veteran,50.0,low_risk
1648075080,0xba786f8ea9c1474ee19f8b9792fce16bf25ed6ee,0x347a7c61d655e72cb3230b6b964c52f070d887ef,6294.0,purchase,Asia,10.0,5,68,focused,established,25.0,low_risk
1640270099,0xabe13221982d3220a2b61e555e100ebd2edba4e2,0x882e66becb699db65a45f80613995658b2f73150,61740.0,purchase,North America,172.0,5,70,focused,established,31.25,low_risk
1678259536,0x22ccdd76da6ea44a34cf71d61a6f664a4efb5e60,0x2db898c7146a79658284d3c1f378b0bd4de02348,47130.0,scam,Africa,10.0,2,24,random,new,94.5,high_risk
1610082138,0x51c0d24ccc5d9b0dd793052cb2d41efde2568056,0x8771d262c0c31da28a8c42b89d8cf3fb8396e6dd,12169.0,sale,North America,192.0,8,102,high_value,veteran,67.5,moderate_risk
1693764256,0x2c4fbce6eb44fb7847bd9784c63213eee683a8c8,0x4a31884ed8b745b57e7d59f7454c792c8b1fe5c3,76755.0,sale,South America,172.0,7,158,high_value,veteran,62.5,moderate_risk
1650270782,0xbaa4224a73405f75187044191c713b9ede6d3f8c,0xb64d5244310bc31b0b17bbacba340bcd47456e14,73213.0,transfer,Asia,172.0,4,44,focused,established,18.75,low_risk
1600790645,0x96e7fe4d4592f014ebaa97909d06802b4c1bcc21,0xd92a3fafc71c2c3cde19665c9f46ec67638e33a1,64111.0,transfer,South America,192.0,4,56,focused,established,18.75,low_risk
1682816493,0x9de9fc6bb19bf6cc1f68f6c9bc3cf55d0e175b84,0xaa4e0c93fb97f2512be69d454096ce385e25daf3,22323.0,purchase,Africa,172.0,4,62,focused,established,35.4375,low_risk
1648548629,0x2c934cd327d06eca3c8232ae66a818e1d9daf0c9,0xadc445c80282504e4af6afeb5681fded2c3d6069,21328.0,sale,North America,172.0,1,38,random,new,56.7,low_risk
1696218519,0xbe658044c1b4c2ec65d2c03e38850eec3d46aa84,0x137dd2dbee265a2ccd415f203bce1f68820af83a,68323.0,purchase,Europe,192.168,1,39,random,new,59.0625,low_risk
1698589041,0x45f0ae86aea244f771bf3ed5e4d3fab868a396bf,0x49042ae512db9ef9692e8a65977356d02fb8fbdd,36900.0,sale,North America,192.0,6,95,high_value,veteran,70.875,moderate_risk
1687595527,0xb425c3ac3989bdc7ec23863f6753bff056af997f,0x35a48ae3bdd142d4429af869ce8ca1b19c829aac,65320.0,transfer,Europe,192.168,6,111,high_value,veteran,43.75,low_risk
1600303552,0xde16d722c7c364efa2572ccd45466a44581cf8d2,0x773860b5f1b88be209467e78ddd8859fd5e80b66,60266.0,scam,Europe,172.16,2,23,random,new,100.0,high_risk
1656686889,0x7a8ee352be59203fb99e874c83a6c70b23a22557,0x90c61e65de8543a1e3daeda46d03fea897886666,29733.0,sale,Europe,192.168,1,34,random,new,42.0,low_risk
1608193997,0xda3ee1edb0c1d856f1423b0ffeeb713cc5da8984,0xdad6c712fb69b8567240f88db440a929808bcc58,42961.0,sale,Asia,10.0,8,133,high_value,veteran,52.5,low_risk
1591263438,0x0bb3d56593906e55aaa3b3f3e525b90b857fe0ce,0x4281c296369fe85620450f5933b9fcc33287bfab,28614.0,transfer,Asia,172.16,3,51,focused,established,15.75,low_risk
1663626637,0x086a1cab416461d0f92e75b1713cb3b8b44377fe,0x6840e1b08ee1b07323601cb517a7fa770209cbc9,56595.0,phishing,Asia,192.168,2,30,random,new,100.0,high_risk
1644786921,0xae78d0205239afc14f30e731c0d0afe0b42ca042,0xd8e1513d1a0a4e3cc8c528b050d92879f4a9900c,38579.0,purchase,South America,172.0,3,49,focused,established,35.4375,low_risk
1662592996,0x2d0f360af8d1465d32e7908f1f3e4c4735acebb3,0x22ccdd76da6ea44a34cf71d61a6f664a4efb5e60,56538.0,purchase,South America,10.0,4,60,focused,established,35.4375,low_risk
1677828229,0x1f417f20375bd5610bd91bdef059c71fd38185c1,0x559b92a49a06bac3e9e2891e6970db6e572ef3cd,2784.0,purchase,Africa,172.16,4,73,focused,established,25.0,low_risk
1658545784,0xa182118703eca1c8a55b242298bda53985f1fb07,0x9d877157c1c811cc5b7593c43719ac825f6c1d88,44094.0,purchase,Asia,192.0,5,58,focused,established,26.25,low_risk
1647128190,0x8ed9b6d415fa1327948935eb61ac908d52dadfe3,0x2e0925b922fed01f6a85d213ae2718f54b8ca305,16051.0,transfer,South America,172.16,3,62,focused,established,15.75,low_risk
1689453668,0x2d2e9bc176773d49eea98d6983fb4931d1d87707,0x8ff77caca3c5421b69f655c0b54c66c57c04dee0,73961.0,purchase,South America,10.0,3,61,focused,established,31.25,low_risk
1658247145,0xbe9deb352c06de4d13094d3b005a2f6176e0b4f1,0xddeb20c701d3dc5af1d356db0fd4bc37f1282e1d,43948.0,scam,North America,192.168,1,37,random,new,100.0,high_risk
1628534703,0xfcf7746b6a779785b8ad57b73519b8b446ab81ed,0xcdcace0693e828baa1857ee5b127419bb5e7fc56,37053.0,transfer,North America,172.0,7,147,high_value,veteran,36.75,low_risk
